
Procs: 48

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.85              0.72              4.52        1000              2.81              2.99              4.45
2                       2.86              0.71              4.52        1000              2.80              2.97              5.11
4                       2.84              0.71              4.50        1000              2.81              2.96              4.44
8                       2.85              0.72              4.54        1000              2.80              2.96              5.11
16                      2.83              0.72              4.46        1000              2.80              2.94              3.48
32                      3.22              0.87              5.08        1000              3.10              3.89              4.69
64                      3.58              0.85              5.48        1000              3.42              3.88              5.40
128                     4.10              1.64              6.22        1000              4.04              4.34              5.67
256                     4.42              1.67              6.63        1000              4.36              4.63              6.20
512                     4.78              1.71              7.91        1000              4.63              4.94              6.95
1024                    5.61              2.14              8.67        1000              5.50              5.96              6.96
2048                    6.94              3.97             10.59        1000              6.87              7.14              9.71
4096                    9.78              5.92             14.40        1000              9.72             10.05             12.56
8192                   14.14              8.97             20.66        1000             14.07             14.56             16.87
16384                  26.11             12.78             33.23         100             25.95             27.91             29.83
32768                  43.32             21.11             57.36         100             43.08             45.33             47.64
65536                  77.89             33.55            107.38         100             77.66             82.06             84.16
131072                147.60             61.01            203.32         100            147.38            154.84            160.11
262144                311.29            135.69            453.11         100            312.39            324.67            328.41
524288                627.30            281.21            950.92         100            626.96            647.13            652.96
1048576              1100.78            368.19           1668.35         100           1101.79           1135.09           1158.26

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.84              0.72              4.51        1000              2.80              2.99              3.61
2                       2.86              0.73              4.53        1000              2.78              2.94              5.43
4                       2.82              0.73              4.49        1000              2.79              2.96              3.41
8                       2.82              0.72              4.48        1000              2.79              2.95              3.87
16                      2.81              0.72              4.49        1000              2.79              2.95              3.87
32                      3.20              0.88              5.06        1000              3.08              3.86              4.14
64                      4.02              0.87              6.49        1000              3.44              3.88              5.05
128                     4.12              1.64              6.44        1000              4.05              4.36              6.29
256                     4.43              1.71              6.73        1000              4.38              4.64              6.69
512                     4.70              1.75              7.15        1000              4.64              4.93              6.64
1024                    5.61              2.18              8.62        1000              5.53              6.03              7.56
2048                    6.84              3.96             10.26        1000              6.80              7.07              9.21
4096                    9.70              5.91             13.88        1000              9.64             10.00             12.04
8192                   14.44              9.36             20.58        1000             14.34             14.88             17.06
16384                  26.33             13.50             34.55         100             26.10             28.78             30.90
32768                  46.59             25.71             62.47         100             43.86             47.21            136.98
65536                  81.66             41.96            109.63         100             81.26             85.52             87.38
131072                168.18             79.43            237.46         100            168.14            176.55            179.46
262144                335.25            155.95            491.69         100            335.31            344.35            348.32
524288                649.95            312.78            984.27         100            649.21            668.27            676.98
1048576              1105.44            378.68           1695.16         100           1109.97           1144.27           1162.31

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.89              0.76              4.57        1000              2.84              3.01              5.16
2                       2.91              0.86              4.50        1000              2.81              2.97              4.20
4                       2.90              0.75              4.81        1000              2.82              2.99              4.06
8                       2.85              0.75              4.49        1000              2.82              2.97              3.97
16                      2.84              0.76              4.49        1000              2.81              2.97              3.37
32                      3.23              0.92              5.10        1000              3.11              3.88              4.46
64                      3.64              0.89              5.68        1000              3.46              3.87              4.75
128                     4.12              1.66              6.28        1000              4.07              4.36              6.33
256                     4.48              1.73              6.72        1000              4.42              4.67              7.38
512                     4.74              1.76              7.25        1000              4.67              4.98              6.80
1024                    5.60              2.23              8.56        1000              5.52              6.01              7.20
2048                    6.85              3.96             10.18        1000              6.79              7.08              8.96
4096                    9.73              5.89             13.95        1000              9.66              9.99             12.37
8192                   14.59              9.38             20.54        1000             14.50             14.98             17.35
16384                  25.88             13.51             33.29         100             25.72             27.93             29.11
32768                  43.56             23.43             56.52         100             43.44             45.52             47.13
65536                  81.39             42.76            107.63         100             81.16             84.32             86.58
131072                166.27             79.74            237.68         100            165.83            172.89            176.22
262144                330.85            156.83            475.46         100            330.09            343.20            345.05
524288                653.94            314.55            953.68         100            653.00            673.97            679.05
1048576              1117.38            374.39           1685.27         100           1116.51           1148.96           1170.41

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.81              0.73              4.46        1000              2.77              2.95              4.10
2                       2.81              0.71              4.49        1000              2.78              2.96              3.44
4                       2.89              0.78              4.54        1000              2.78              2.94              4.62
8                       2.79              0.71              4.43        1000              2.77              2.92              3.54
16                      2.78              0.71              4.42        1000              2.76              2.93              3.24
32                      3.24              0.89              5.15        1000              3.08              3.85              4.39
64                      3.59              0.85              5.60        1000              3.42              3.85              5.73
128                     4.08              1.61              6.24        1000              4.02              4.32              6.59
256                     4.45              1.69              6.70        1000              4.38              4.63              8.11
512                     4.71              1.71              7.21        1000              4.63              4.91              6.29
1024                    5.54              2.17              8.53        1000              5.47              5.91              7.54
2048                    6.81              3.91             10.21        1000              6.77              7.04              9.69
