


--------------------------------------------
Algorithm: 0
--------------------------------------------


Procs: 26

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.00              0.66              4.29        1000              1.97              2.25              3.24
2                       2.12              0.67              4.34        1000              1.96              2.28              3.30
4                       2.00              0.68              4.24        1000              1.96              2.21              3.61
8                       1.99              0.67              4.18        1000              1.93              2.26              3.54
16                      1.90              0.67              4.05        1000              1.87              2.13              2.85
32                      2.48              0.90              5.02        1000              2.32              3.17              3.78
64                      2.49              0.87              5.33        1000              2.42              2.83              4.37
128                     3.19              1.62              5.95        1000              3.08              3.85              6.38
256                     3.25              1.61              6.25        1000              3.18              3.52              5.10
512                     3.50              1.60              6.79        1000              3.43              3.81              5.24
1024                    4.05              1.89              7.53        1000              3.99              4.45              5.36
2048                    5.47              3.65              9.28        1000              5.43              5.73              7.54
4096                    8.19              5.62             13.30        1000              8.13              8.48             11.39
8192                   11.88              8.21             18.39        1000             11.83             12.30             12.76
16384                  24.68             12.96             32.03         100             24.59             27.24             30.80
32768                  43.18             22.81             53.81         100             42.45             49.62             53.15
65536                  85.83             40.24            108.92         100             85.06             92.11             96.79
131072                168.64             79.91            243.89         100            168.98            177.08            180.74
262144                338.50            159.04            496.35         100            337.69            353.92            358.11
524288                662.10            305.52            982.09         100            660.52            692.96            698.38
1048576              1147.78            380.17           1747.29         100           1145.06           1188.31           1206.61

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       1.92              0.64              4.03        1000              1.89              2.13              2.55
2                       2.03              0.65              4.16        1000              1.89              2.16              2.85
4                       1.91              0.66              4.00        1000              1.86              2.09              3.08
8                       1.89              0.65              4.02        1000              1.86              2.14              2.71
16                      1.86              0.65              3.95        1000              1.85              2.09              2.87
32                      2.51              0.94              5.10        1000              2.34              3.16              3.73
64                      2.44              0.83              5.29        1000              2.32              2.78              4.80
128                     3.19              1.54              6.07        1000              3.09              3.78              5.46
