Test	Processes	Size		Total		Communication	Sorting		Merging
1		500000000	98.447234	0.000000	98.447234	0.000000
2		500000000	86.136135	16.707443	50.506054	18.922638
4		500000000	57.241366	13.688591	21.474336	22.078439
8		500000000	51.939879	14.567887	9.894924	27.477067
16		500000000	47.191979	14.511682	4.673388	28.006909
32		500000000	49.402509	14.512604	2.179255	32.710650
64		500000000	48.431007	14.524233	1.035647	32.871127
128		500000000	59.165349	15.866243	0.551415	42.747690
