Rank,Core_ID,NUMA_ID,Node_ID
0,22,0,5
1,19,1,5
2,18,0,5
3,13,1,5
4,0,0,5
5,1,1,5
6,2,0,5
7,9,1,5
8,14,0,5
9,7,1,5
10,8,0,5
11,21,1,5
12,12,0,5
13,17,1,5
14,0,0,5
15,3,1,5
16,4,0,5
17,11,1,5
18,10,0,5
19,23,1,5
20,16,0,5
21,5,1,5
22,6,0,5
23,15,1,5
24,4,0,6
25,7,1,6
26,10,0,6
27,15,1,6
28,14,0,6
29,13,1,6
30,20,0,6
31,19,1,6
32,22,0,6
33,17,1,6
34,18,0,6
35,9,1,6
36,2,0,6
37,21,1,6
38,12,0,6
39,1,1,6
40,6,0,6
41,23,1,6
42,8,0,6
43,11,1,6
44,0,0,6
45,9,1,6
46,16,0,6
47,17,1,6
