Rank,Core_ID,NUMA_ID,Node_ID
0,6,0,5
1,21,1,5
2,14,0,5
3,17,1,5
4,12,0,5
5,7,1,5
6,4,0,5
7,19,1,5
8,18,0,5
9,9,1,5
10,2,0,5
11,5,1,5
12,22,0,5
13,23,1,5
14,10,0,5
15,11,1,5
16,0,0,5
17,15,1,5
18,8,0,5
19,1,1,5
20,16,0,5
21,13,1,5
22,20,0,5
23,3,1,5
24,14,0,6
25,13,1,6
26,6,0,6
27,7,1,6
28,12,0,6
29,19,1,6
30,22,0,6
31,9,1,6
32,0,0,6
33,21,1,6
34,4,0,6
35,23,1,6
36,10,0,6
37,5,1,6
38,16,0,6
39,1,1,6
40,18,0,6
41,23,1,6
42,8,0,6
43,11,1,6
44,20,0,6
45,15,1,6
46,2,0,6
47,9,1,6
