Rank,Core_ID,NUMA_ID,Node_ID
0,20,0,5
1,21,1,5
2,18,0,5
3,19,1,5
4,12,0,5
5,9,1,5
6,0,0,5
7,17,1,5
8,16,0,5
9,17,1,5
10,14,0,5
11,15,1,5
12,4,0,5
13,13,1,5
14,6,0,5
15,11,1,5
16,2,0,5
17,23,1,5
18,10,0,5
19,17,1,5
20,22,0,5
21,7,1,5
22,8,0,5
23,3,1,5
24,10,0,6
25,7,1,6
26,14,0,6
27,13,1,6
28,16,0,6
29,23,1,6
30,22,0,6
31,11,1,6
32,6,0,6
33,21,1,6
34,20,0,6
35,15,1,6
36,4,0,6
37,1,1,6
38,8,0,6
39,5,1,6
40,0,0,6
41,9,1,6
42,2,0,6
43,19,1,6
44,12,0,6
45,17,1,6
46,0,0,6
47,1,1,6
