Rank,Core_ID,NUMA_ID,Node_ID
0,20,0,5
1,2,0,6
2,5,1,5
3,23,1,6
4,4,0,5
5,14,0,6
6,15,1,5
7,13,1,6
8,16,0,5
9,8,0,6
10,23,1,5
11,5,1,6
12,22,0,5
13,18,0,6
14,9,1,5
15,17,1,6
16,6,0,5
17,16,0,6
18,17,1,5
19,3,1,6
20,8,0,5
21,20,0,6
22,21,1,5
23,21,1,6
24,2,0,5
25,0,0,6
26,19,1,5
27,15,1,6
28,14,0,5
29,16,0,6
30,3,1,5
31,9,1,6
32,12,0,5
33,12,0,6
34,11,1,5
35,7,1,6
36,18,0,5
37,4,0,6
38,13,1,5
39,19,1,6
40,10,0,5
41,6,0,6
42,1,1,5
43,1,1,6
44,0,0,5
45,10,0,6
46,7,1,5
47,11,1,6
