Test	Processes	Size		Total		Communication	Sorting		Merging
1	1		10000000	1.393939	0.000000	1.393939	0.000000
2	1		10000000	1.372491	0.000000	1.372491	0.000000
3	1		10000000	1.398365	0.000000	1.398365	0.000000
1	2		10000000	1.350852	0.332655	0.665192	0.353005
2	2		10000000	1.363091	0.340159	0.671518	0.351413
3	2		10000000	1.354329	0.332096	0.669770	0.352463
1	4		10000000	1.203965	0.356829	0.307377	0.539759
2	4		10000000	1.243339	0.357259	0.310701	0.575379
3	4		10000000	1.217959	0.358093	0.309370	0.550496
1	8		10000000	1.026184	0.330258	0.146881	0.549045
2	8		10000000	1.020078	0.325329	0.150685	0.544064
3	8		10000000	1.014750	0.329465	0.148935	0.536350
1	16		10000000	0.965609	0.321345	0.070468	0.573796
2	16		10000000	0.964183	0.331042	0.070613	0.562528
3	16		10000000	0.985792	0.337497	0.069678	0.578618
1	32		10000000	0.957754	0.341918	0.033161	0.582674
2	32		10000000	0.959938	0.331864	0.033174	0.594900
3	32		10000000	0.972020	0.347261	0.033308	0.591451
1	64		10000000	0.989388	0.347114	0.015952	0.626323
2	64		10000000	1.005235	0.352283	0.015735	0.637216
3	64		10000000	1.028446	0.362730	0.016011	0.649706
1	128		10000000	1.160111	0.383204	0.008115	0.768792
2	128		10000000	1.184377	0.395209	0.008037	0.781131
3	128		10000000	1.183765	0.393130	0.008171	0.782464
