Algorithm,Numprocs,Size,Avg Latency(us) mean,Avg Latency(us) sd
3,2,2,0.16,0
3,2,4,0.16,0
3,2,8,0.16,0
3,2,16,0.15,0
3,4,2,0.8,0
3,4,4,0.8,0
3,4,8,0.82,0
3,4,16,0.8,0
3,8,2,2.98,0
3,8,4,2.98,0
3,8,8,2.99,0
3,8,16,2.96,0
3,16,2,5.86,0
3,16,4,4.94,0
3,16,8,4.92,0
3,16,16,4.94,0
3,32,2,10.66,0
3,32,4,10.67,0
3,32,8,10.68,0
3,32,16,10.56,0
3,64,2,24.05,0
3,64,4,26.58,0
3,64,8,25.12,0
3,64,16,25.23,0
3,128,2,62.54,0
3,128,4,63.52,0
3,128,8,54.39,0
3,128,16,52.93,0
