Rank,Core_ID,NUMA_ID,Node_ID
0,22,0,5
1,3,1,5
2,14,0,5
3,17,1,5
4,16,0,5
5,19,1,5
6,12,0,5
7,23,1,5
8,18,0,5
9,21,1,5
10,2,0,5
11,1,1,5
12,6,0,5
13,9,1,5
14,20,0,5
15,23,1,5
16,0,0,5
17,3,1,5
18,10,0,5
19,7,1,5
20,8,0,5
21,5,1,5
22,4,0,5
23,5,1,5
24,6,0,6
25,7,1,6
26,2,0,6
27,19,1,6
28,18,0,6
29,9,1,6
30,16,0,6
31,1,1,6
32,4,0,6
33,13,1,6
34,0,0,6
35,23,1,6
36,14,0,6
37,17,1,6
38,10,0,6
39,5,1,6
40,22,0,6
41,5,1,6
42,12,0,6
43,21,1,6
44,20,0,6
45,3,1,6
46,14,0,6
47,15,1,6
