Algorithm,Procs,Size,Avg Latency(us) Mean,Avg Latency(us) Std Error
0,2,32768,6.628,0.1907196895970629
0,4,32768,13.572,0.1193901168438996
0,6,32768,18.436,0.154
0,8,32768,22.486,0.3739331491055583
0,10,32768,27.267999999999997,0.3153791369130179
0,12,32768,31.754,0.3510925803830095
0,14,32768,35.264,0.1670508904495872
0,16,32768,29.638,0.250487524639452
0,18,32768,31.146,0.1926551322960278
0,20,32768,32.05,0.4528796749689699
0,22,32768,32.302,0.5951504011592361
0,24,32768,34.326,0.2414249365744977
2,2,32768,6.218000000000001,0.1243141182649821
2,4,32768,13.836000000000002,0.2925679408274252
2,6,32768,21.574,0.1105712440013221
2,8,32768,23.99,0.0368781778291715
2,10,32768,33.978,0.1455815922429759
2,12,32768,39.246,0.0666033032213873
2,14,32768,43.054,0.2942379989056483
2,16,32768,43.932,0.1303226764611587
2,18,32768,51.232000000000006,0.2656012048165448
2,20,32768,56.71,0.1317952958189326
2,22,32768,58.45,0.9263044855769624
2,24,32768,59.754,0.0883515704444467
3,2,32768,6.954000000000001,0.087954533709184
3,4,32768,27.826,0.1278905782299854
3,6,32768,41.4,0.0900555384193557
3,8,32768,55.78,0.0858487041253393
3,10,32768,69.686,0.1042401074443037
3,12,32768,83.358,0.1056124992602668
3,14,32768,96.552,0.1155595084793977
3,16,32768,110.34,0.1079814798935447
3,18,32768,124.05,0.0789303490426845
3,20,32768,137.868,0.0351283361404989
3,22,32768,151.51399999999998,0.2302954623955921
3,24,32768,164.79199999999997,0.1700411714850252
5,2,32768,5.256,0.0304302481094058
5,4,32768,15.48,0.1555956297586794
5,6,32768,18.148,0.0922713389953784
5,8,32768,21.518,0.0946255779374686
5,10,32768,24.6,0.138419651783986
5,12,32768,26.616000000000003,0.072567210226107
5,14,32768,27.788,0.1521643847948659
5,16,32768,29.712,0.0449888875168075
5,18,32768,31.422,0.147695632975386
5,20,32768,33.104,0.1848404717587577
5,22,32768,34.474000000000004,0.0807836617144828
5,24,32768,35.702000000000005,0.1158188240313293
-1,2,32768,5.08,0
-1,3,32768,10.15,0
-1,4,32768,15.190000000000001,0
-1,5,32768,20.200000000000003,0
-1,6,32768,25.270000000000003,0
-1,7,32768,30.490000000000002,0
-1,8,32768,35.52,0
-1,9,32768,40.52,0
-1,10,32768,45.53,0
-1,11,32768,50.510000000000005,0
-1,12,32768,55.510000000000005,0
-1,13,32768,67.71000000000001,0
-1,14,32768,79.99000000000001,0
-1,15,32768,92.22000000000001,0
-1,16,32768,104.50000000000001,0
-1,17,32768,116.68,0
-1,18,32768,128.92000000000002,0
-1,19,32768,141.05,0
-1,20,32768,153.3,0
-1,21,32768,165.55,0
-1,22,32768,177.73000000000002,0
-1,23,32768,188.97000000000003,0
-1,24,32768,201.10000000000002,0
