
Algorithm: 2

Procs: 2

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.28              0.17              0.39        1000              0.26              0.36              0.38
2                       0.29              0.18              0.40        1000              0.27              0.37              0.39
4                       0.27              0.16              0.38        1000              0.26              0.36              0.38
8                       0.28              0.17              0.39        1000              0.26              0.37              0.40
16                      0.28              0.17              0.39        1000              0.26              0.36              0.38
32                      0.34              0.19              0.49        1000              0.30              0.41              0.47
64                      0.33              0.18              0.49        1000              0.31              0.42              0.48
128                     0.40              0.21              0.58        1000              0.38              0.48              0.50
256                     0.42              0.22              0.61        1000              0.39              0.49              0.52
512                     0.46              0.22              0.70        1000              0.43              0.54              0.57
1024                    0.52              0.25              0.80        1000              0.51              0.56              0.60
2048                    0.66              0.27              1.06        1000              0.64              0.79              0.81
4096                    1.00              0.47              1.53        1000              0.99              1.06              1.08
8192                    1.59              0.73              2.45        1000              1.57              1.64              1.69
16384                   3.90              3.83              3.97         100              3.89              4.03              4.12
32768                   6.51              6.46              6.56         100              6.48              6.65              6.80
65536                   8.61              8.55              8.68         100              8.54              8.86              8.88
131072                 12.72             12.66             12.77         100             12.62             13.09             13.18
262144                 20.69             20.61             20.77         100             20.53             21.38             25.49
524288                 39.19             39.10             39.27         100             38.82             40.37             43.82
1048576                77.72             77.66             77.78         100             76.80             83.80             85.94

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.28              0.15              0.40        1000              0.26              0.36              0.38
2                       0.29              0.17              0.41        1000              0.26              0.36              0.38
4                       0.26              0.15              0.38        1000              0.25              0.33              0.36
8                       0.26              0.15              0.37        1000              0.24              0.34              0.37
16                      0.25              0.14              0.36        1000              0.24              0.32              0.35
32                      0.31              0.15              0.48        1000              0.29              0.39              0.47
64                      0.30              0.16              0.45        1000              0.28              0.37              0.45
128                     0.37              0.20              0.55        1000              0.36              0.47              0.49
256                     0.38              0.20              0.56        1000              0.36              0.46              0.48
512                     0.45              0.22              0.67        1000              0.42              0.52              0.56
1024                    0.48              0.23              0.73        1000              0.48              0.53              0.54
2048                    0.63              0.24              1.01        1000              0.60              0.74              0.77
4096                    0.95              0.46              1.44        1000              0.93              1.02              1.07
8192                    1.46              0.69              2.22        1000              1.45              1.51              1.55
16384                   3.96              3.88              4.03         100              3.88              4.06              4.10
32768                   6.38              6.33              6.43         100              6.32              6.55              6.65
65536                   8.49              8.40              8.57         100              8.41              8.68              8.76
131072                 12.57             12.52             12.63         100             12.50             12.89             13.05
262144                 20.71             20.65             20.77         100             20.56             21.00             24.56
524288                 39.16             39.11             39.22         100             38.84             40.00             44.35
1048576                81.09             81.07             81.10         100             80.40             86.23             88.39

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.24              0.14              0.34        1000              0.22              0.33              0.34
2                       0.25              0.15              0.35        1000              0.24              0.31              0.35
4                       0.23              0.14              0.32        1000              0.22              0.31              0.34
8                       0.25              0.14              0.35        1000              0.23              0.31              0.34
16                      0.22              0.12              0.31        1000              0.20              0.30              0.33
32                      0.30              0.15              0.46        1000              0.29              0.40              0.46
64                      0.26              0.12              0.39        1000              0.24              0.33              0.39
128                     0.35              0.18              0.52        1000              0.34              0.40              0.43
256                     0.34              0.17              0.52        1000              0.33              0.42              0.44
512                     0.41              0.20              0.62        1000              0.40              0.47              0.51
1024                    0.45              0.22              0.69        1000              0.44              0.52              0.55
2048                    0.62              0.25              0.99        1000              0.60              0.71              0.76
4096                    0.92              0.40              1.43        1000              0.89              1.02              1.10
8192                    1.43              0.73              2.12        1000              1.39              1.61              1.71
16384                   3.48              3.41              3.54         100              3.46              3.64              3.75
32768                   5.86              5.76              5.97         100              5.78              5.97              6.01
65536                   7.71              7.61              7.81         100              7.62              7.85              8.12
131072                 11.59             11.52             11.65         100             11.39             11.87             17.08
262144                 19.08             19.02             19.15         100             18.88             19.75             23.99
524288                 35.74             35.69             35.80         100             35.30             37.29             43.19
1048576                72.83             72.78             72.88         100             72.58             78.65             80.67

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.27              0.16              0.37        1000              0.25              0.36              0.38
2                       0.27              0.17              0.38        1000              0.25              0.34              0.37
4                       0.27              0.16              0.38        1000              0.25              0.35              0.37
8                       0.26              0.16              0.37        1000              0.25              0.34              0.38
16                      0.28              0.15              0.40        1000              0.25              0.36              0.38
32                      0.32              0.16              0.47        1000              0.30              0.43              0.48
64                      0.31              0.16              0.45        1000              0.29              0.37              0.40
128                     0.38              0.20              0.56        1000              0.37              0.42              0.44
256                     0.42              0.24              0.60        1000              0.39              0.46              0.50
512                     0.44              0.21              0.68        1000              0.42              0.47              0.51
