Test	Processes	Size		Total		Communication	Sorting		Merging
1	1		1000000		0.115508	0.000000	0.000000	0.115508
1	2		2000000		0.294592	0.057995	0.117365	0.119232
1	4		4000000		0.592474	0.125992	0.115434	0.351047
1	8		8000000		1.134535	0.241205	0.115160	0.778170
1	16		16000000	2.208030	0.466082	0.115816	1.626132
1	32		32000000	4.459350	0.959183	0.114020	3.386147
1	64		64000000	9.346836	1.832313	0.114997	7.399526
1	128		128000000	21.269786	3.871967	0.125601	17.272218
