
Algorithm: 4

Procs: 2

Test: 1
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.24              0.13              0.36        1000              0.23              0.32              0.34
2                       0.27              0.13              0.41        1000              0.26              0.33              0.38
4                       0.24              0.13              0.36        1000              0.23              0.31              0.33
8                       0.27              0.13              0.40        1000              0.26              0.33              0.37
16                      0.24              0.13              0.35        1000              0.23              0.31              0.33
32                      0.30              0.13              0.46        1000              0.28              0.39              0.46
64                      0.28              0.14              0.42        1000              0.26              0.37              0.44
128                     0.37              0.16              0.57        1000              0.35              0.40              0.42
256                     0.37              0.16              0.58        1000              0.35              0.43              0.51
512                     0.41              0.17              0.65        1000              0.40              0.47              0.50
1024                    0.46              0.17              0.75        1000              0.44              0.50              0.53
2048                    0.61              0.20              1.01        1000              0.59              0.64              0.68
4096                    0.92              0.35              1.48        1000              0.89              0.97              1.00
8192                    1.43              0.62              2.23        1000              1.41              1.49              1.53
16384                   3.85              2.51              5.20         100              2.67              7.59             10.10
32768                   4.73              3.43              6.02         100              4.60              4.71              4.81
65536                   8.53              6.79             10.28         100              8.38              8.51             15.42
131072                 15.90             13.43             18.36         100             15.70             15.93             19.58
262144                 23.67             17.84             29.49         100             23.48             23.86             28.15
524288                 56.93             40.67             73.19         100             56.51             60.72             63.63
1048576               136.76             91.91            181.60         100            136.04            140.94            141.83

Test: 2
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.25              0.12              0.37        1000              0.23              0.31              0.35
2                       0.27              0.12              0.42        1000              0.26              0.33              0.39
4                       0.23              0.11              0.36        1000              0.22              0.28              0.33
8                       0.27              0.12              0.42        1000              0.26              0.35              0.39
16                      0.23              0.11              0.36        1000              0.23              0.29              0.32
32                      0.29              0.12              0.46        1000              0.27              0.36              0.41
64                      0.27              0.11              0.42        1000              0.26              0.33              0.36
128                     0.36              0.16              0.56        1000              0.34              0.42              0.44
256                     0.38              0.17              0.59        1000              0.36              0.43              0.46
512                     0.40              0.17              0.63        1000              0.38              0.46              0.51
1024                    0.45              0.18              0.72        1000              0.43              0.53              0.56
2048                    0.62              0.23              1.01        1000              0.58              0.68              0.70
4096                    0.89              0.36              1.43        1000              0.88              0.98              1.02
8192                    1.42              0.64              2.20        1000              1.39              1.48              1.54
16384                   3.81              2.45              5.17         100              2.61              7.35             11.10
32768                   4.74              3.48              6.00         100              4.50              4.62             16.83
65536                   8.31              6.57             10.06         100              8.30              8.48              8.52
131072                 15.68             13.25             18.11         100             15.58             15.86             18.90
262144                 24.14             18.09             30.19         100             24.06             24.54             26.97
524288                 57.62             41.37             73.87         100             57.19             60.07             62.19
1048576               135.57             90.58            180.55         100            134.76            139.69            141.95

Test: 3
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.23              0.10              0.36        1000              0.22              0.30              0.35
2                       0.26              0.11              0.41        1000              0.25              0.32              0.37
4                       0.23              0.10              0.36        1000              0.22              0.31              0.34
8                       0.26              0.11              0.41        1000              0.25              0.32              0.37
16                      0.23              0.10              0.36        1000              0.22              0.30              0.35
32                      0.28              0.11              0.45        1000              0.27              0.36              0.41
64                      0.26              0.11              0.41        1000              0.24              0.33              0.37
128                     0.33              0.14              0.52        1000              0.32              0.40              0.47
256                     0.34              0.15              0.54        1000              0.33              0.41              0.46
512                     0.37              0.16              0.59        1000              0.36              0.45              0.48
1024                    0.44              0.17              0.71        1000              0.42              0.50              0.54
2048                    0.58              0.19              0.96        1000              0.55              0.65              0.69
4096                    0.85              0.34              1.37        1000              0.85              0.94              0.99
8192                    1.39              0.62              2.17        1000              1.37              1.46              1.52
16384                   3.78              2.42              5.14         100              2.57              7.38             12.72
32768                   4.59              3.29              5.89         100              4.43              4.53              8.25
65536                   8.19              6.44              9.94         100              8.16              8.30              8.34
131072                 15.34             12.92             17.76         100             15.26             15.44             17.61
262144                 23.40             17.66             29.13         100             23.13             23.53             29.98
524288                 57.24             40.77             73.71         100             56.86             60.64             64.62
1048576               135.66             90.87            180.44         100            135.03            139.70            141.02

Test: 4
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
