Algorithm,Procs,Size,Avg Latency(us) Mean,Avg Latency(us) Std Error
4,2,1,0.238,0.0037416573867739386
4,2,2,0.26,0.005477225575051666
4,2,4,0.23399999999999999,0.0024494897427831735
4,2,8,0.262,0.0058309518948453055
4,2,16,0.23199999999999998,0.001999999999999996
4,2,32,0.29,0.0031622776601683733
4,2,64,0.268,0.0037416573867739447
4,2,128,0.34800000000000003,0.007999999999999993
4,2,256,0.354,0.0092736184954957
4,2,512,0.39,0.008366600265340756
4,2,1024,0.446,0.007483314773547889
4,2,2048,0.592,0.010677078252031303
4,2,4096,0.8780000000000001,0.014628738838327805
4,2,8192,1.406,0.011224972160321797
4,2,16384,3.7960000000000003,0.024413111231467433
4,2,32768,4.682,0.033674916480965524
4,2,65536,8.418000000000001,0.07787168933572725
4,2,131072,15.754,0.1529575104399912
4,2,262144,23.714000000000006,0.1307899078675417
4,2,524288,57.763999999999996,0.3509501389086489
4,4,1,0.74,0.003162277660168382
4,4,2,0.734,0.00509901951359279
4,4,4,0.732,0.00489897948556636
4,4,8,0.738,0.0037416573867739447
4,4,16,0.734,0.00509901951359279
4,4,32,0.8219999999999998,0.003741657386773927
4,4,64,0.8,0.003162277660168382
4,4,128,1.036,0.008124038404635967
4,4,256,1.08,0.007745966692414842
4,4,512,1.1640000000000001,0.008124038404635967
4,4,1024,1.314,0.00509901951359279
4,4,2048,1.734,0.008124038404635967
4,4,4096,2.334,0.008717797887081323
4,4,8192,3.4939999999999998,0.01208304597359453
4,4,16384,7.295999999999999,0.09932774033471205
4,4,32768,10.985999999999999,0.0136381816969858
4,4,65536,18.695999999999998,0.03501428280002358
4,4,131072,45.91,3.6643103034541173
4,4,262144,186.80599999999998,29.33275397912715
4,4,524288,506.38800000000003,47.23841724698235
4,6,1,0.788,0.010198039027185577
4,6,2,0.7580000000000001,0.009695359714832666
4,6,4,0.768,0.013564659966250546
4,6,8,0.78,0.006324555320336764
4,6,16,0.754,0.006782329983125273
4,6,32,0.836,0.010770329614269004
4,6,64,0.8140000000000001,0.003999999999999978
4,6,128,1.0660000000000003,0.006782329983125273
4,6,256,1.08,0.006324555320336764
4,6,512,1.138,0.0058309518948453055
4,6,1024,1.274,0.00244948974278318
4,6,2048,1.7079999999999997,0.003741657386773944
4,6,4096,2.4000000000000004,0.004472135954999583
4,6,8192,3.59,0.004472135954999583
4,6,16384,6.981999999999999,0.03624913792078371
4,6,32768,11.28,0.04722287581247025
4,6,65536,33.448,0.09494208761134372
4,6,131072,67.84,0.20885401600160844
4,6,262144,211.73999999999995,1.2916772042580924
4,6,524288,443.96999999999997,1.165589979366679
4,48,256,1.0525,0.0025000000000000022
4,48,512,1.14,0.004082482904638634
4,48,1024,1.3575000000000002,0.004787135538781695
4,48,2048,1.86,0.008164965809277223
4,48,4096,2.7675000000000005,0.019311050377094106
4,48,8192,4.3475,0.019311050377094248
4,48,16384,7.5025,0.0481966458030708
4,48,32768,12.805000000000001,0.029011491975882188
4,48,65536,26.19,2.2433680036944454
4,48,131072,62.83,12.32161312491185
4,48,262144,274.89250000000004,7.115547970231582
4,48,524288,609.9350000000001,1.4285102963110543
