Rank,Core_ID,NUMA_ID,Node_ID
0,4,0,5
1,1,1,5
2,18,0,5
3,19,1,5
4,22,0,5
5,7,1,5
6,12,0,5
7,9,1,5
8,0,0,5
9,23,1,5
10,14,0,5
11,3,1,5
12,2,0,5
13,15,1,5
14,20,0,5
15,21,1,5
16,8,0,5
17,5,1,5
18,6,0,5
19,17,1,5
20,16,0,5
21,13,1,5
22,10,0,5
23,11,1,5
24,20,0,6
25,17,1,6
26,22,0,6
27,19,1,6
28,16,0,6
29,13,1,6
30,0,0,6
31,1,1,6
32,4,0,6
33,21,1,6
34,18,0,6
35,23,1,6
36,2,0,6
37,3,1,6
38,6,0,6
39,9,1,6
40,10,0,6
41,15,1,6
42,10,0,6
43,7,1,6
44,14,0,6
45,11,1,6
46,12,0,6
47,1,1,6
