
Algorithm: 0

Procs: 2

Test: 1
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
4096                    6.19              0.41             10.46        1000              6.15              6.69              7.35
8192                    9.71              0.72             16.55        1000              9.65             10.26             12.15
16384                  16.67              1.74             27.57         100             15.58             21.28             26.81
32768                  27.28              3.26             44.13         100             27.05             30.17             32.30
65536                  16.88              6.38             35.30         100             16.61             18.63             21.87
131072                 47.15             11.37            151.72         100             46.99             48.32             50.45
262144                 98.56             26.28            163.55         100             97.22            101.45            103.78
524288                423.24             69.48            812.70         100            422.91            426.49            427.70
1048576               558.53            123.51           1015.67         100            564.27            570.22            570.93

Test: 5
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.89              0.22              1.79        1000              0.85              1.01              1.11
2                       0.88              0.22              1.72        1000              0.84              1.01              1.15
4                       0.86              0.22              1.70        1000              0.84              1.01              1.16
8                       0.85              0.21              1.68        1000              0.83              1.00              1.12
16                      0.85              0.22              1.70        1000              0.83              0.99              1.11
32                      1.05              0.22              2.20        1000              1.00              1.26              1.46
64                      0.95              0.21              1.98        1000              0.93              1.13              1.23
128                     1.33              0.31              2.77        1000              1.28              1.51              2.67
256                     1.37              0.31              2.83        1000              1.33              1.53              3.41
512                     1.51              0.32              3.27        1000              1.47              1.71              2.81
1024                    1.71              0.34              3.66        1000              1.66              1.89              2.68
2048                    2.31              0.42              4.88        1000              2.28              2.54              3.51
4096                    6.20              0.41             10.45        1000              6.13              6.71              8.91
8192                    9.64              0.72             16.42        1000              9.56             10.21             12.55
16384                  16.85              1.72             27.84         100             15.69             21.70             26.78
32768                  27.62              3.19             44.70         100             27.26             30.49             32.63
65536                  16.97              6.27             35.76         100             16.73             18.65             20.91
131072                 47.88             10.90            151.35         100             47.60             49.99             51.80
