
Procs: 48

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.86              0.78              4.52        1000              2.82              2.99              4.31
2                       2.87              0.78              4.53        1000              2.80              2.99              5.50
4                       2.87              0.80              4.55        1000              2.81              2.98              5.08
8                       2.82              0.78              4.50        1000              2.79              2.97              3.49
16                      2.84              0.79              4.47        1000              2.80              2.98              3.88
32                      3.22              0.92              5.07        1000              3.09              3.88              5.13
64                      3.62              0.90              5.65        1000              3.44              3.86              5.81
128                     4.14              1.71              6.26        1000              4.08              4.35              7.42
256                     4.42              1.75              6.65        1000              4.35              4.65              6.42
512                     4.71              1.83              7.20        1000              4.65              4.95              6.48
1024                    5.65              2.28              8.70        1000              5.58              6.07              7.76
2048                    6.96              4.09             10.46        1000              6.89              7.17              9.76
4096                    9.99              6.18             14.07        1000              9.84             10.29             12.59
8192                   14.60              9.68             20.52        1000             14.45             14.99             17.60
16384                  26.03             13.60             34.36         100             25.85             27.68             28.64
32768                  42.52             20.95             57.79         100             42.45             44.78             46.23
65536                  77.35             35.84            107.31         100             77.39             80.78             83.95
131072                149.74             64.68            208.19         100            149.54            159.63            165.82
262144                317.04            141.27            455.65         100            316.77            329.77            336.27
524288                641.33            294.78            930.02         100            640.22            664.31            665.66
1048576              1077.82            408.44           1578.65         100           1080.61           1128.45           1134.08

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.85              0.75              4.57        1000              2.80              3.00              4.91
2                       2.82              0.73              4.50        1000              2.77              2.95              4.50
4                       2.80              0.72              4.48        1000              2.77              2.95              4.08
8                       2.80              0.70              4.49        1000              2.77              2.91              4.14
16                      2.80              0.71              4.46        1000              2.77              2.92              3.61
32                      3.15              0.85              4.99        1000              3.05              3.82              4.54
64                      3.48              0.84              5.48        1000              3.38              3.81              4.86
128                     4.05              1.61              6.16        1000              4.01              4.32              6.09
256                     4.38              1.68              6.56        1000              4.31              4.58              7.00
512                     4.64              1.69              7.07        1000              4.59              4.89              6.78
1024                    5.58              2.18              8.56        1000              5.50              6.08              6.85
2048                    6.89              4.01             10.47        1000              6.85              7.16              8.44
4096                    9.92              6.48             14.19        1000              9.80             10.18             12.71
8192                   14.35              9.20             20.62        1000             14.28             14.75             16.93
16384                  26.08             12.25             33.70         100             25.81             27.85             30.21
32768                  43.56             22.35             57.29         100             43.27             45.78             47.88
65536                  81.30             41.19            106.68         100             80.69             84.90             86.53
131072                168.04             77.93            242.37         100            167.64            174.37            177.63
262144                333.35            152.60            494.71         100            333.39            341.75            347.24
524288                652.62            302.36            995.06         100            651.74            672.52            682.03
1048576              1104.94            364.10           1658.10         100           1102.33           1138.96           1153.67

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.81              0.69              4.50        1000              2.79              2.96              3.79
2                       2.85              0.68              4.56        1000              2.78              2.94              3.64
4                       2.80              0.69              4.44        1000              2.77              2.95              3.51
8                       2.80              0.69              4.44        1000              2.77              2.91              3.77
16                      2.80              0.69              4.45        1000              2.77              2.93              3.88
32                      3.14              0.80              5.00        1000              3.05              3.80              4.82
64                      3.48              0.79              5.49        1000              3.36              3.76              4.65
128                     4.08              1.63              6.22        1000              4.01              4.33              6.31
256                     4.39              1.67              6.63        1000              4.32              4.57              8.03
512                     4.61              1.68              7.05        1000              4.57              4.83              6.30
1024                    5.59              2.19              8.59        1000              5.52              6.00              7.85
2048                    6.79              3.96             10.24        1000              6.74              7.02              9.37
4096                    9.68              5.92             13.91        1000              9.63              9.94             12.14
8192                   14.34              9.52             20.21        1000             14.26             14.76             17.00
16384                  25.50             13.28             32.70         100             25.22             27.45             32.47
32768                  43.72             23.48             56.40         100             43.54             46.09             47.56
65536                  81.05             43.17            105.70         100             80.86             85.09             85.47
131072                168.44             80.41            241.12         100            167.95            175.58            177.34
262144                330.80            159.88            495.63         100            330.60            341.90            347.24
524288                647.39            317.80            990.66         100            646.66            667.42            677.46
1048576              1091.89            376.73           1719.45         100           1091.96           1122.98           1138.71

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.84              0.72              4.49        1000              2.80              2.97              4.11
2                       2.82              0.71              4.46        1000              2.78              2.95              3.59
4                       2.82              0.72              4.45        1000              2.78              2.94              4.16
8                       2.82              0.71              4.44        1000              2.78              2.95              4.52
16                      2.82              0.72              4.45        1000              2.78              2.95              4.39
32                      3.23              0.90              5.10        1000              3.09              3.87              5.10
64                      3.55              0.86              5.64        1000              3.43              3.84              6.19
128                     4.13              1.68              6.25        1000              4.08              4.36              6.14
256                     4.41              1.73              6.64        1000              4.36              4.63              6.70
512                     4.70              1.80              7.15        1000              4.66              4.98              6.99
1024                    5.67              2.22              8.72        1000              5.55              6.12              8.09
2048                    6.93              4.02             10.50        1000              6.88              7.12              9.68
4096                    9.71              6.07             13.81        1000              9.64              9.99             12.54
8192                   14.57              9.40             20.98        1000             14.47             15.02             17.34
16384                  25.98             13.46             32.59         100             25.84             27.65             28.68
32768                  43.34             23.37             55.92         100             43.24             46.12             46.45
65536                  80.19             43.20            104.25         100             80.00             83.78             85.57
131072                161.01             80.50            238.78         100            161.07            167.51            170.54
262144                303.41            141.07            456.96         100            302.56            323.96            329.10
524288                613.23            300.36            911.89         100            613.00            643.72            657.87
1048576              1055.31            421.94           1572.59         100           1061.58           1123.06           1148.60

Test: 5
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.84              0.70              4.45        1000              2.79              2.98              4.49
2                       2.83              0.71              4.45        1000              2.77              2.96              4.75
4                       2.83              0.71              4.44        1000              2.79              2.97              3.89
8                       2.82              0.70              4.45        1000              2.78              2.95              3.99
16                      2.82              0.70              4.41        1000              2.78              2.96              4.49
32                      3.15              0.81              4.99        1000              3.08              3.80              4.55
64                      3.53              0.82              5.48        1000              3.41              3.87              6.18
128                     4.13              1.67              6.24        1000              4.05              4.39              7.08
256                     4.39              1.68              6.57        1000              4.34              4.59              6.32
512                     4.67              1.74              7.09        1000              4.63              4.91              5.99
1024                    5.61              2.18              8.63        1000              5.54              6.06              8.09
2048                    6.94              4.12             10.25        1000              6.91              7.17              8.42
4096                    9.90              6.17             14.17        1000              9.86             10.20             12.51
8192                   14.18              9.16             20.03        1000             14.11             14.56             16.83
