


--------------------------------------------
Algorithm: 0
--------------------------------------------


Procs: 2

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.20              0.10              0.30        1000              0.19              0.27              0.30
2                       0.25              0.14              0.36        1000              0.24              0.31              0.36
4                       0.22              0.12              0.33        1000              0.21              0.27              0.31
8                       0.25              0.14              0.36        1000              0.24              0.31              0.36
16                      0.21              0.12              0.31        1000              0.21              0.27              0.32
32                      0.30              0.14              0.45        1000              0.28              0.37              0.45
64                      0.26              0.12              0.40        1000              0.24              0.36              0.41
128                     0.35              0.18              0.52        1000              0.34              0.42              0.48
256                     0.34              0.17              0.51        1000              0.34              0.42              0.44
512                     0.41              0.20              0.62        1000              0.40              0.52              0.56
1024                    0.43              0.19              0.66        1000              0.42              0.48              0.50
2048                    0.57              0.21              0.92        1000              0.55              0.68              0.70
4096                    0.85              0.41              1.30        1000              0.82              1.00              1.05
8192                    1.43              0.67              2.20        1000              1.42              1.51              1.55
16384                   3.26              3.18              3.34         100              3.19              3.33              3.41
32768                   5.30              5.24              5.36         100              5.24              5.42              5.47
65536                   6.98              6.87              7.09         100              6.92              7.11              7.15
131072                 10.72             10.66             10.78         100             10.59             10.89             14.45
262144                 17.60             17.54             17.67         100             17.41             17.98             20.90
524288                 33.48             33.44             33.52         100             33.14             34.13             38.44
1048576                71.06             71.04             71.08         100             70.52             75.50             77.02

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.21              0.11              0.30        1000              0.20              0.28              0.29
2                       0.22              0.12              0.32        1000              0.21              0.30              0.32
4                       0.26              0.15              0.38        1000              0.24              0.32              0.35
8                       0.23              0.14              0.32        1000              0.21              0.30              0.32
16                      0.26              0.15              0.36        1000              0.25              0.34              0.36
32                      0.26              0.12              0.41        1000              0.25              0.34              0.39
64                      0.31              0.16              0.46        1000              0.29              0.40              0.47
128                     0.34              0.17              0.51        1000              0.33              0.42              0.48
256                     0.37              0.20              0.54        1000              0.36              0.47              0.50
512                     0.39              0.18              0.60        1000              0.38              0.48              0.50
1024                    0.46              0.22              0.70        1000              0.44              0.53              0.57
2048                    0.58              0.22              0.93        1000              0.56              0.68              0.71
4096                    0.86              0.38              1.33        1000              0.82              1.00              1.07
8192                    1.45              0.69              2.20        1000              1.44              1.50              1.60
16384                   3.27              3.19              3.35         100              3.27              3.35              3.41
32768                   5.56              5.42              5.70         100              5.42              5.59             10.11
65536                   7.15              7.02              7.28         100              7.09              7.26              7.44
131072                 10.78             10.65             10.90         100             10.67             10.99             12.90
262144                 17.76             17.67             17.86         100             17.54             17.99             22.69
524288                 33.57             33.51             33.63         100             33.29             34.41             37.88
1048576                70.20             70.13             70.27         100             69.58             73.92             76.52

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.21              0.12              0.31        1000              0.20              0.31              0.32
2                       0.23              0.13              0.32        1000              0.21              0.32              0.33
4                       0.27              0.17              0.37        1000              0.24              0.36              0.38
8                       0.22              0.12              0.31        1000              0.21              0.32              0.34
16                      0.27              0.16              0.37        1000              0.24              0.37              0.40
32                      0.28              0.15              0.42        1000              0.27              0.41              0.44
64                      0.32              0.16              0.48        1000              0.31              0.43              0.46
128                     0.34              0.17              0.51        1000              0.33              0.38              0.40
256                     0.38              0.19              0.56        1000              0.36              0.46              0.48
512                     0.39              0.18              0.59        1000              0.37              0.43              0.47
1024                    0.44              0.20              0.69        1000              0.42              0.54              0.56
2048                    0.58              0.22              0.93        1000              0.56              0.66              0.69
4096                    0.88              0.43              1.32        1000              0.85              1.02              1.11
8192                    1.43              0.68              2.19        1000              1.43              1.50              1.54
16384                   3.45              3.34              3.57         100              3.28              3.44              3.61
32768                   5.31              5.21              5.41         100              5.31              5.46              5.52
65536                   7.20              7.05              7.34         100              7.11              7.26             10.43
131072                 10.83             10.67             11.00         100             10.65             11.01             15.28
262144                 17.55             17.49             17.62         100             17.36             18.03             20.88
524288                 33.09             33.04             33.13         100             32.74             34.36             38.43
1048576                70.72             70.66             70.77         100             69.95             74.24             78.02

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.19              0.10              0.29        1000              0.19              0.26              0.29
2                       0.24              0.13              0.34        1000              0.23              0.31              0.34
4                       0.21              0.12              0.31        1000              0.20              0.26              0.30
8                       0.25              0.15              0.34        1000              0.23              0.31              0.34
16                      0.20              0.11              0.30        1000              0.20              0.27              0.29
32                      0.30              0.13              0.46        1000              0.29              0.38              0.42
64                      0.26              0.12              0.41        1000              0.24              0.35              0.42
128                     0.34              0.18              0.50        1000              0.33              0.42              0.47
256                     0.34              0.16              0.51        1000              0.33              0.41              0.43
512                     0.40              0.19              0.62        1000              0.40              0.50              0.56
1024                    0.42              0.18              0.66        1000              0.41              0.47              0.49
2048                    0.60              0.26              0.94        1000              0.57              0.69              0.74
4096                    0.86              0.37              1.36        1000              0.86              0.91              0.93
8192                    1.36              0.69              2.03        1000              1.33              1.58              1.65
16384                   3.26              3.21              3.32         100              3.19              3.31              3.34
32768                   5.30              5.18              5.43         100              5.28              5.40              5.53
65536                   7.07              6.95              7.18         100              6.97              7.18              7.50
131072                 10.56             10.46             10.67         100             10.48             10.77             12.93
262144                 17.72             17.64             17.79         100             17.44             18.07             24.51
524288                 33.52             33.46             33.59         100             33.15             34.50             38.75
1048576                71.46             71.45             71.46         100             70.93             75.77             77.33

Test: 5
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.21              0.11              0.30        1000              0.20              0.29              0.31
2                       0.25              0.15              0.36        1000              0.24              0.33              0.35
4                       0.22              0.12              0.32        1000              0.21              0.29              0.32
8                       0.25              0.14              0.36        1000              0.24              0.32              0.35
16                      0.22              0.13              0.32        1000              0.21              0.31              0.33
32                      0.30              0.15              0.46        1000              0.29              0.39              0.47
64                      0.26              0.12              0.40        1000              0.25              0.33              0.37
128                     0.34              0.17              0.52        1000              0.34              0.41              0.44
256                     0.35              0.18              0.53        1000              0.34              0.42              0.46
512                     0.40              0.18              0.62        1000              0.40              0.48              0.50
1024                    0.45              0.21              0.69        1000              0.44              0.51              0.55
2048                    0.61              0.28              0.95        1000              0.58              0.69              0.74
4096                    0.88              0.39              1.38        1000              0.88              0.94              1.00
8192                    1.38              0.72              2.05        1000              1.34              1.61              1.68
16384                   3.17              3.09              3.25         100              3.10              3.29              3.38
32768                   5.40              5.24              5.55         100              5.35              5.52              5.69
65536                   7.09              6.97              7.21         100              7.01              7.18              7.27
131072                 10.79             10.68             10.90         100             10.62             10.84             15.00
262144                 17.60             17.50             17.71         100             17.47             17.80             21.96
524288                 33.73             33.64             33.82         100             33.41             35.13             37.16
1048576                69.98             69.92             70.03         100             69.24             73.83             76.26


Procs: 4

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.54              0.33              0.74        1000              0.55              0.65              0.77
2                       0.57              0.35              0.78        1000              0.56              0.69              0.75
4                       0.54              0.34              0.75        1000              0.56              0.64              0.69
8                       0.56              0.35              0.77        1000              0.56              0.69              0.74
16                      0.54              0.33              0.74        1000              0.56              0.66              0.77
32                      0.79              0.48              1.04        1000              0.68              1.09              1.24
64                      0.82              0.50              1.06        1000              0.74              1.10              1.18
128                     1.12              0.75              1.38        1000              1.08              1.31              1.49
256                     1.14              0.75              1.41        1000              1.10              1.37              1.52
512                     1.29              0.81              1.65        1000              1.26              1.50              1.65
1024                    1.57              0.96              2.03        1000              1.56              1.83              2.11
2048                    2.55              1.67              3.21        1000              2.53              2.84              3.06
4096                    3.47              2.20              4.41        1000              3.48              3.80              3.99
8192                    5.79              4.85              7.73        1000              5.78              6.18              6.33
16384                   7.80              6.35              9.12         100              7.64             10.28             12.78
32768                  11.55             10.84             12.71         100             10.90             15.23             17.16
65536                  19.18             18.28             21.02         100             19.08             24.35             26.14
131072                 36.93             34.80             39.67         100             35.86             46.07             54.65
262144                 74.14             69.72             78.57         100             70.46             92.01            100.85
524288                170.91            165.33            176.15         100            166.61            205.37            212.61
1048576               533.14            217.53            698.38         100            532.89            539.64            547.89

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.59              0.36              0.81        1000              0.59              0.71              0.77
2                       0.59              0.38              0.80        1000              0.59              0.75              0.81
4                       0.59              0.36              0.81        1000              0.59              0.73              0.80
8                       0.59              0.36              0.80        1000              0.59              0.75              0.82
16                      0.57              0.35              0.79        1000              0.58              0.72              0.77
32                      0.88              0.55              1.14        1000              0.86              1.16              1.26
64                      0.83              0.52              1.07        1000              0.74              1.12              1.19
128                     1.11              0.75              1.36        1000              1.07              1.32              1.46
256                     1.19              0.77              1.48        1000              1.13              1.39              1.69
512                     1.32              0.82              1.69        1000              1.29              1.57              1.69
1024                    1.57              0.95              2.01        1000              1.54              1.82              2.05
2048                    2.52              1.63              3.19        1000              2.53              2.78              2.95
4096                    3.34              2.13              4.27        1000              3.34              3.67              3.86
8192                    6.10              5.08              8.22        1000              6.06              6.52              7.06
16384                   9.29              7.73             10.54         100              9.22             11.56             13.87
32768                  13.12             12.56             14.27         100             13.16             17.61             19.78
65536                  21.65             20.58             23.39         100             22.11             27.28             28.83
131072                 38.43             36.51             41.04         100             36.43             48.83             51.90
262144                 75.94             70.79             80.38         100             75.68             93.60            102.95
524288                160.80            155.27            166.63         100            159.16            197.82            208.54
1048576               541.69            226.45            707.19         100            541.43            546.23            547.13

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.65              0.42              0.87        1000              0.63              0.76              0.82
2                       0.65              0.41              0.87        1000              0.63              0.78              0.86
4                       0.63              0.41              0.85        1000              0.63              0.76              0.81
8                       0.64              0.40              0.85        1000              0.62              0.77              0.92
16                      0.64              0.42              0.86        1000              0.62              0.75              0.86
32                      0.90              0.56              1.15        1000              0.82              1.16              1.41
64                      0.85              0.51              1.10        1000              0.77              1.15              1.23
128                     1.16              0.78              1.42        1000              1.14              1.33              1.46
256                     1.22              0.81              1.49        1000              1.17              1.42              1.64
512                     1.33              0.82              1.71        1000              1.30              1.55              1.71
1024                    1.66              0.98              2.14        1000              1.62              1.93              2.24
2048                    2.54              1.64              3.22        1000              2.54              2.84              3.01
4096                    3.34              2.11              4.26        1000              3.34              3.66              3.86
8192                    6.15              5.10              8.28        1000              6.12              6.51              7.04
16384                   7.93              5.89              9.30         100              7.88              9.70             13.46
32768                  11.53             10.68             12.74         100             10.84             15.27             16.09
65536                  19.87             18.77             21.70         100             19.73             25.60             27.45
131072                 37.28             34.91             42.01         100             35.09             47.12             56.08
262144                 73.07             68.84             77.47         100             70.17             93.45             98.47
524288                164.07            158.22            169.76         100            162.85            199.02            204.68
1048576               540.34            225.06            705.33         100            539.98            545.98            551.94

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.63              0.39              0.85        1000              0.63              0.74              0.78
2                       0.63              0.39              0.84        1000              0.62              0.78              0.81
4                       0.62              0.38              0.85        1000              0.62              0.73              0.82
8                       0.62              0.38              0.84        1000              0.61              0.77              0.82
16                      0.59              0.37              0.81        1000              0.61              0.72              0.79
32                      0.89              0.55              1.14        1000              0.82              1.17              1.29
64                      0.85              0.50              1.09        1000              0.76              1.12              1.21
128                     1.16              0.78              1.41        1000              1.11              1.33              1.59
256                     1.20              0.78              1.50        1000              1.17              1.40              1.55
512                     1.33              0.81              1.74        1000              1.30              1.58              1.72
1024                    1.63              0.97              2.14        1000              1.59              1.87              2.02
2048                    2.54              1.65              3.20        1000              2.52              2.83              3.02
4096                    3.39              2.18              4.32        1000              3.40              3.74              3.96
8192                    6.13              5.06              8.28        1000              6.10              6.50              6.78
16384                   9.09              8.22             10.15         100              8.88             11.48             14.53
32768                  13.62             12.67             14.75         100             13.57             17.71             18.10
65536                  22.52             20.91             24.03         100             23.06             26.73             28.86
131072                 41.38             39.84             43.67         100             42.42             49.53             53.10
262144                 79.99             76.85             83.68         100             79.03            107.44            110.80
524288                171.17            164.90            176.73         100            168.23            207.66            219.69
1048576               541.72            226.32            707.74         100            541.59            547.31            553.06

Test: 5
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.58              0.36              0.79        1000              0.59              0.72              0.76
2                       0.60              0.37              0.83        1000              0.61              0.76              0.85
4                       0.59              0.37              0.82        1000              0.60              0.73              0.78
8                       0.61              0.38              0.83        1000              0.60              0.75              0.79
16                      0.59              0.37              0.81        1000              0.59              0.72              0.76
32                      0.85              0.50              1.10        1000              0.73              1.19              1.38
64                      0.88              0.53              1.15        1000              0.82              1.12              1.17
128                     1.15              0.77              1.40        1000              1.11              1.34              1.51
256                     1.21              0.79              1.49        1000              1.17              1.43              1.59
512                     1.34              0.82              1.73        1000              1.30              1.57              1.75
1024                    1.62              0.98              2.09        1000              1.59              1.86              2.16
2048                    2.55              1.64              3.23        1000              2.54              2.85              3.04
4096                    3.39              2.18              4.32        1000              3.40              3.76              3.96
8192                    6.13              5.09              8.25        1000              6.11              6.51              6.80
16384                   8.25              6.66              9.45         100              7.75             11.48             16.09
32768                  12.42             11.25             13.78         100             11.92             15.23             18.16
65536                  20.75             19.32             22.76         100             20.73             25.79             29.37
131072                 38.90             35.75             42.04         100             37.80             48.47             51.71
262144                 82.24             78.77             86.39         100             80.91            105.35            108.33
524288                167.64            160.63            174.16         100            169.13            199.89            205.67
1048576               547.42            226.01            714.39         100            547.57            552.90            555.56


Procs: 6

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.89              0.42              1.26        1000              0.88              1.03              1.10
2                       0.91              0.41              1.29        1000              0.88              1.03              1.11
4                       0.90              0.42              1.27        1000              0.87              1.01              1.17
8                       0.88              0.40              1.26        1000              0.86              1.00              1.09
