
Operation: bcast
Node: EPYC

--------------------------------------------
Test: 1

Algorithm: 3
Procs: 16
Mapping: core
Iterations: 20000
--------------------------------------------

Warmup: 200
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
32768                  50.00              4.35             86.91       20000             49.53             52.32             54.58
65536                  82.48              7.17            142.82       20000             81.87             85.74             87.53
131072                153.01             13.37            264.67       20000            152.48            156.76            159.12
262144                308.43             30.18            531.96       20000            307.75            312.71            316.15
524288                637.88             68.28           1102.46       20000            636.92            642.19            648.11
1048576              1290.78            143.52           2232.73       20000           1290.23           1297.56           1304.71

Warmup: 2000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.96              0.21              5.66       20000              2.91              3.21              3.44
2                       3.18              0.21              6.09       20000              2.80              3.06              3.23
4                       3.01              0.21              5.67       20000              2.79              3.08              3.23
8                       2.86              0.21              5.45       20000              2.80              3.07              3.41
16                      2.84              0.21              5.42       20000              2.80              3.06              3.19
32                      3.08              0.21              5.85       20000              3.04              3.34              3.50
64                      3.05              0.22              5.81       20000              3.01              3.26              3.46
128                     3.51              0.26              6.57       20000              3.46              3.71              3.94
256                     3.55              0.27              6.65       20000              3.51              3.76              3.98
512                     4.06              0.28              7.59       20000              4.00              4.43              4.69
1024                    4.30              0.29              8.03       20000              4.26              4.59              4.82
2048                    5.24              0.33              9.80       20000              5.20              5.51              5.96
4096                    6.50              0.38             12.16       20000              6.44              6.75              8.26
8192                    9.16              0.45             17.10       20000              9.07              9.45             11.90
16384                  34.06              3.13             59.40       20000             33.80             35.45             38.57
32768                  50.26              4.35             87.29       20000             49.77             52.68             55.22
65536                  83.45              6.94            144.24       20000             82.53             86.52             88.81
131072                154.60             13.25            267.62       20000            153.41            157.80            160.50
262144                309.20             30.25            532.31       20000            308.51            313.83            317.33
524288                631.53             65.70           1092.89       20000            631.10            636.36            642.68
1048576              1278.77            138.72           2213.75       20000           1276.99           1284.47           1294.73

Warmup: 5000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       2.86              0.21              5.40       20000              2.79              3.10              3.32
2                       3.12              0.21              5.95       20000              2.79              3.05              3.24
4                       2.84              0.21              5.38       20000              2.80              3.03              3.18
8                       2.84              0.21              5.37       20000              2.79              3.09              3.27
16                      2.86              0.21              5.42       20000              2.80              3.07              3.21
32                      3.20              0.21              6.01       20000              3.16              3.47              3.71
64                      3.22              0.22              6.07       20000              3.17              3.46              3.73
128                     3.49              0.26              6.55       20000              3.46              3.70              3.93
256                     3.57              0.27              6.67       20000              3.54              3.78              4.03
512                     4.09              0.27              7.64       20000              4.04              4.36              4.63
1024                    4.26              0.28              7.95       20000              4.20              4.61              4.88
2048                    5.26              0.33              9.79       20000              5.22              5.51              6.12
4096                    6.55              0.37             12.22       20000              6.48              6.85              8.33
8192                    9.13              0.44             17.06       20000              9.06              9.44             12.19
16384                  33.79              3.23             58.88       20000             33.44             35.10             37.99
32768                  50.17              4.36             86.98       20000             49.85             52.62             54.85
65536                  83.38              6.88            144.02       20000             82.78             86.83             88.77
131072                154.34             13.90            264.81       20000            153.72            158.50            160.74
262144                310.05             30.49            531.17       20000            308.14            313.16            316.66
524288                632.59             66.82           1087.96       20000            632.27            637.38            643.55
1048576              1285.21            141.70           2213.55       20000           1283.48           1291.27           1300.28


--------------------------------------------
Test: 2

Algorithm: 3
Procs: 128
Mapping: numa
Iterations: 50000
--------------------------------------------

Warmup: 200curr_results_EPYC.txt

# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                      53.52              0.42            108.59       50000             48.68             77.51             82.24
2                      52.75              0.40            106.21       50000             50.47             64.64             66.94
4                      52.99              0.41            106.86       50000             50.91             64.60             67.08
8                      52.97              0.41            106.43       50000             51.03             62.97             65.59
16                     65.99              0.38            136.14       50000             50.24             63.87             67.03
32                     60.85              0.44            121.52       50000             58.19             71.17             73.87
64                     59.98              0.45            119.80       50000             57.83             71.62             74.50
128                    71.61              0.56            143.61       50000             70.29             85.38             89.32
256                    72.23              0.59            143.67       50000             69.05             89.02             92.54
512                    84.73              0.64            169.68       50000             83.42             90.53             94.86
1024                  126.79              0.68            250.49       50000             92.35            101.07            107.11
2048                 8678.98              1.05          17631.70       50000           8927.46          21599.23          28883.74
