
Operation: bcast
Node: EPYC

--------------------------------------------
Test: 1

Algorithm: 0
Procs: 16
Mapping: numa
Iterations: 100000
--------------------------------------------

Warmup: 200
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
2048                   81.82              1.47            162.14       50000             81.63             85.27             87.64
4096                  105.67              2.07            209.13       50000            105.12            110.64            113.61
8192                  163.36              3.21            322.97       50000            163.01            168.47            171.10
16384                 235.49              8.41            357.88       50000            234.97            250.41            258.00
32768                 459.48             11.10            633.11       50000            459.36            479.03            488.67
65536                1032.94             41.43           1256.84       50000           1032.69           1063.38           1077.19
131072               2170.22            446.25           2415.30       50000           2170.81           2238.31           2266.72
262144               4457.16           2144.00           4722.02       50000           4455.17           4580.29           4633.32
524288               9223.65           7261.45          11064.50       50000           8524.83          20138.75          21239.19
1048576             16607.76          14279.80          20786.67       50000          16264.19          17364.34          28630.68

Warmup: 1000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                      15.64              0.72             31.68       50000             15.47             16.83             19.73
2                      16.45              0.69             33.27       50000             16.09             18.30             20.03
4                      16.35              0.75             33.20       50000             16.18             17.96             20.08
8                      16.67              0.71             33.65       50000             16.45             18.58             20.39
16                     16.53              0.75             33.71       50000             16.32             18.43             20.26
32                     17.70              0.80             34.78       50000             17.61             19.61             21.64
64                     17.19              0.85             34.54       50000             16.97             18.84             20.68
128                    49.11              0.92             98.13       50000             48.66             53.11             55.32
256                    50.01              0.91             99.58       50000             49.38             54.33             56.57
512                    50.51              0.92            100.72       50000             50.07             54.43             56.81
1024                   52.79              1.06            104.68       50000             52.29             57.98             60.94
2048                   82.19              1.39            162.37       50000             81.77             85.43             88.24
4096                  106.75              1.92            210.58       50000            106.14            111.17            114.33
8192                  165.10              3.07            325.04       50000            164.35            169.68            172.81
16384                 225.54              7.45            355.20       50000            224.79            244.00            252.05
32768                 466.51             10.91            690.50       50000            467.09            489.86            500.98
65536                1042.22             36.77           1268.05       50000           1042.87           1074.03           1087.06
131072               2887.17           1211.40           6177.46       50000           2129.33          14333.88          14865.31
262144               4652.81           2639.44           5496.24       50000           4400.19           4566.24          16598.51
524288               8546.61           6506.51           9061.35       50000           8514.12           9030.20           9268.32
