
Operation: bcast
Node: THIN

--------------------------------------------
Test: 1

Algorithm: 0
Procs: 2
Mapping: socket
Iterations: 20000
--------------------------------------------

Warmup: 200
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
262144               1035.19             83.56           1882.17       20000           1064.22           1092.00           1104.34
524288               1912.17            136.89           3491.47       20000           1905.00           1980.02           1996.73
1048576              3745.56            266.04           6832.35       20000           3738.27           3804.84           3821.25

Warmup: 2000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       7.20              0.26             13.46       20000              6.76              7.22              9.02
2                       6.81              0.27             12.76       20000              6.75              7.11              8.46
4                       6.80              0.27             12.72       20000              6.74              7.08              8.57
8                       6.77              0.26             12.70       20000              6.73              7.06              8.35
16                      6.77              0.26             12.68       20000              6.71              7.06              8.48
32                     10.46              0.28             21.27       20000             10.35             12.09             12.86
64                      9.34              0.28             18.01       20000              9.25             10.04             11.30
128                    15.68              0.39             30.97       20000             15.63             16.47             17.57
256                    15.33              0.41             30.41       20000             15.27             16.13             17.25
512                    17.37              0.41             34.22       20000             17.10             18.05             19.69
1024                   20.75              0.63             40.37       20000             20.60             22.03             23.43
2048                   26.49              0.71             51.68       20000             26.29             27.81             30.05
4096                   35.41              1.55             68.33       20000             35.29             37.20             39.09
8192                   52.26              2.39            101.17       20000             52.08             54.39             56.64
16384                 103.69              7.41            190.84       20000            103.43            106.10            107.67
32768                 165.06             11.37            304.18       20000            164.41            167.94            173.48
65536                 275.60             19.97            504.93       20000            274.63            283.35            289.88
131072                528.24             36.69            951.78       20000            527.88            543.03            550.89
262144                980.53             69.89           1783.93       20000            974.87           1027.96           1039.84
524288               1965.03            134.01           3546.09       20000           1970.03           2009.73           2024.37
1048576              3742.13            266.56           6792.80       20000           3741.15           3781.95           3805.31

Warmup: 5000
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       7.10              0.26             13.40       20000              6.64              7.12              8.89
2                       6.70              0.26             12.63       20000              6.65              6.99              8.39
4                       6.69              0.26             12.61       20000              6.64              6.98              8.30
8                       6.70              0.28             12.61       20000              6.62              6.99              9.57
16                      6.65              0.26             12.56       20000              6.61              6.95              8.33
32                     10.60              0.27             21.54       20000             10.46             12.22             13.18
64                      9.24              0.27             17.80       20000              9.14             10.00             12.03
128                    15.53              0.37             30.95       20000             15.48             16.29             17.33
256                    15.49              0.39             30.94       20000             15.28             16.13             17.46
512                    17.23              0.39             33.80       20000             17.14             18.02             19.66
1024                   20.51              0.60             40.10       20000             20.44             21.76             23.11
2048                   26.35              0.72             51.58       20000             26.17             27.67             29.59
4096                   35.22              1.50             68.02       20000             35.13             37.05             38.93
8192                   52.17              2.42            101.01       20000             51.94             54.30             56.69
16384                 103.35              7.45            190.76       20000            102.85            105.72            111.98
32768                 166.13             11.33            309.80       20000            165.88            172.75            179.68
65536                 293.46             27.52            536.37       20000            291.51            306.89            315.34
131072                532.25             40.46            964.56       20000            530.04            546.47            555.10
262144                997.79             71.48           1851.72       20000            996.13           1017.55           1027.05
524288               1902.03            135.22           3493.92       20000           1907.90           1943.53           1958.14
1048576              3822.82            268.97           6874.69       20000           3824.56           3900.73           3919.34


--------------------------------------------
Test: 4

Algorithm: 4
Procs: 24
Mapping: L3cache
Iterations: 20000
--------------------------------------------

Warmup: 200
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       7.04              0.27             13.27       20000              6.72              7.21              9.31
2                       2.15              0.58              2.78       20000              2.00              2.24              2.93
4                       2.04              0.57              2.63       20000              2.00              2.24              2.61
8                       2.03              0.57              2.63       20000              2.00              2.23              2.70
16                      2.03              0.57              2.65       20000              1.99              2.28              2.77
32                      2.01              0.57              2.62       20000              1.97              2.24              2.75
64                      2.58              0.58              3.28       20000              2.54              2.91              3.32
128                     2.48              0.58              3.15       20000              2.44              2.81              3.29
256                     3.79              1.21              4.51       20000              3.69              4.01              4.53
512                     3.80              1.22              4.57       20000              3.75              4.04              4.35
1024                    4.29              1.30              5.15       20000              4.25              4.61              5.03
2048                    5.63              1.61              6.64       20000              5.58              6.03              6.42
4096                    7.51              2.58              8.98       20000              7.40              7.83              8.73
8192                   10.65              3.87             12.70       20000             10.58             11.05             14.00
16384                  16.57              5.92             19.87       20000             16.46             16.99             20.27
32768                  27.44             11.68             33.07       20000             27.35             28.07             31.39
65536                  50.61             23.69             61.62       20000             50.33             53.31             55.27
131072                 98.02             46.33            116.78       20000             97.58            101.87            103.45
262144                194.73             95.37            234.84       20000            194.22            199.22            201.41
