
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
256                     1.88              0.50              7.56       10000              1.86              2.36              2.64
512                     1.86              0.56              8.11       10000              1.84              2.29              2.53
1024                    2.02              0.49             10.88       10000              2.00              2.45              2.71
2048                    2.34              0.46             16.23       10000              2.32              2.76              2.99
4096                    3.10              0.74             24.14       10000              3.03              3.61              3.96
8192                    5.01              1.22             40.75       10000              4.98              5.53              5.85
16384                   9.92              5.53             72.87       10000              9.87             10.67             11.48
32768                  20.95             13.50            141.23       10000             20.76             23.06             26.24
65536                  47.05             34.17            269.90       10000             46.67             51.89             59.00
131072                100.13             73.52            528.07       10000             99.16            111.90            121.51
262144                443.86             32.03            842.51       10000            443.31            448.88            455.33
