
# OSU MPI Reduce Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
256                     1.07              0.18              3.48       50000              1.05              1.16              1.22
512                     1.15              0.18              3.89       50000              1.13              1.20              1.26
1024                    1.38              0.20              4.88       50000              1.34              1.41              1.48
2048                    1.87              0.25              6.24       50000              1.85              1.91              1.95
4096                    4.08              1.42              9.66       50000              4.06              4.26              4.63
8192                    6.83              1.97             16.47       50000              6.80              7.04              8.13
16384                  12.49              4.41             27.78       50000             12.43             12.83             14.78
32768                  23.38             10.17             47.31       50000             23.29             23.94             26.58
65536                  44.63             22.11             84.19       50000             44.48             46.33             48.05
131072                 85.63             46.21            156.94       50000             85.45             87.92             89.06
