Rank,Core_ID,NUMA_ID,Node_ID
0,22,0,5
1,19,1,5
2,8,0,5
3,9,1,5
4,20,0,5
5,17,1,5
6,8,0,5
7,23,1,5
8,18,0,5
9,15,1,5
10,2,0,5
11,15,1,5
12,0,0,5
13,13,1,5
14,10,0,5
15,7,1,5
16,14,0,5
17,21,1,5
18,4,0,5
19,1,1,5
20,16,0,5
21,5,1,5
22,6,0,5
23,3,1,5
24,22,0,6
25,7,1,6
26,4,0,6
27,1,1,6
28,16,0,6
29,9,1,6
30,12,0,6
31,3,1,6
32,18,0,6
33,9,1,6
34,10,0,6
35,5,1,6
36,12,0,6
37,15,1,6
38,20,0,6
39,17,1,6
40,0,0,6
41,21,1,6
42,14,0,6
43,11,1,6
44,8,0,6
45,13,1,6
46,6,0,6
47,19,1,6
