


--------------------------------------------
Algorithm: 0
--------------------------------------------


Procs: 26

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       1.36              0.64              4.00        1000              1.33              1.51              2.05
2                       1.42              0.67              4.00        1000              1.38              1.55              1.99
4                       1.40              0.69              3.97        1000              1.36              1.54              2.52
8                       1.33              0.64              3.86        1000              1.30              1.46              1.80
16                      1.27              0.59              3.71        1000              1.26              1.42              1.76
32                      1.63              0.78              4.10        1000              1.58              1.86              3.19
64                      1.50              0.71              3.84        1000              1.45              1.67              2.61
128                     2.35              1.25              4.91        1000              2.28              2.61              4.35
256                     2.42              1.34              4.97        1000              2.37              2.60              3.71
512                     2.64              1.51              5.22        1000              2.61              2.81              3.55
1024                    3.36              1.88              5.89        1000              3.32              3.63              4.35
2048                    4.58              2.85              7.16        1000              4.55              4.83              5.48
4096                    6.36              3.05              9.24        1000              6.32              6.80              8.22
8192                    9.97              5.72             13.92        1000              9.92             10.38             14.27
16384                  19.86              9.45             31.16         100             19.25             23.02             25.23
32768                  35.31             17.90             53.51         100             35.07             40.37             41.73
65536                  65.12             32.41             99.96         100             66.11             72.34             74.85
131072                120.01             61.80            179.27         100            119.82            127.59            128.66
262144                234.17            120.61            336.74         100            234.30            247.10            247.86
524288                468.79            242.05            681.63         100            469.35            490.68            494.70
1048576               453.96            414.78            504.64         100            451.91            471.41            480.62

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       1.22              0.60              3.71        1000              1.21              1.38              1.74
2                       1.21              0.59              3.70        1000              1.19              1.36              1.66
4                       1.22              0.60              3.70        1000              1.19              1.37              1.56
8                       1.20              0.57              3.67        1000              1.19              1.34              1.54
16                      1.23              0.56              3.68        1000              1.18              1.36              1.73
32                      1.52              0.73              3.91        1000              1.50              1.76              1.90
64                      1.49              0.68              3.75        1000              1.44              1.63              1.97
128                     2.37              1.26              4.90        1000              2.35              2.59              2.99
256                     2.45              1.26              4.90        1000              2.43              2.62              2.87
512                     2.67              1.54              5.27        1000              2.64              2.85              3.47
1024                    3.44              1.98              6.01        1000              3.38              3.68              4.29
2048                    4.62              2.90              7.21        1000              4.58              4.90              5.59
4096                    6.41              3.18              9.22        1000              6.37              6.82              8.93
8192                    9.80              5.72             13.74        1000              9.74             10.20             13.17
16384                  19.56             10.02             30.49         100             19.34             22.48             23.64
32768                  34.16             18.11             50.67         100             33.69             37.66             42.25
65536                  63.53             32.23             95.33         100             63.55             68.45             70.40
131072                122.30             60.82            183.20         100            122.18            128.66            130.86
262144                240.56            119.48            354.25         100            240.28            248.68            256.85
524288                467.34            237.57            678.81         100            466.13            484.03            489.86
1048576               498.10            424.74            585.09         100            496.54            513.43            533.79

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       1.19              0.41              3.60        1000              1.16              1.32              1.57
2                       1.27              0.52              3.68        1000              1.16              1.31              1.54
4                       1.19              0.48              3.61        1000              1.18              1.32              1.52
8                       1.18              0.45              3.58        1000              1.16              1.32              1.55
16                      1.19              0.44              3.56        1000              1.16              1.33              1.58
32                      1.55              0.73              3.92        1000              1.53              1.79              1.94
64                      1.46              0.62              3.74        1000              1.43              1.61              1.81
128                     2.37              1.22              4.95        1000              2.32              2.59              3.39
256                     2.42              1.27              4.91        1000              2.38              2.60              3.20
512                     2.67              1.54              5.24        1000              2.62              2.84              3.55
1024                    3.40              1.96              5.97        1000              3.36              3.67              4.34
2048                    4.52              2.73              7.09        1000              4.49              4.78              5.44
4096                    6.32              2.97              9.14        1000              6.26              6.78              9.81
8192                    9.71              5.59             13.63        1000              9.67             10.14             13.91
16384                  19.81              9.86             31.07         100             19.29             23.22             24.97
32768                  33.23             17.05             49.78         100             33.00             38.87             40.40
65536                  62.24             31.40             95.28         100             61.63             69.97             72.66
131072                120.55             60.53            183.39         100            120.44            126.45            129.47
262144                237.15            118.51            352.38         100            236.80            248.27            253.41
524288                464.18            232.61            692.90         100            463.04            486.82            494.30
1048576               462.25            417.00            506.88         100            459.48            484.55            489.32

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       1.17              0.47              3.59        1000              1.16              1.32              1.45
2                       1.16              0.47              3.58        1000              1.14              1.30              1.64
