Algorithm,Procs,Size,Avg Latency(us) Mean,Avg Latency(us) Std Error
0,26,1,1.218,0.03733630940518897
0,26,2,1.2579999999999998,0.04420407221060068
0,26,4,1.2280000000000002,0.044429719783046114
0,26,8,1.208,0.0312089730686545
0,26,16,1.202,0.022226110770892888
0,26,32,1.538,0.027459060435491945
0,26,64,1.4700000000000002,0.016431676725154994
0,26,128,2.352,0.008000000000000023
0,26,256,2.416,0.015033296378372956
0,26,512,2.656,0.005999999999999975
0,26,1024,3.3899999999999997,0.01999999999999998
0,26,2048,4.5,0.04774934554525327
0,26,4096,6.314,0.04190465367951394
0,26,8192,9.786000000000001,0.07852388171760245
0,26,16384,19.844,0.1180931835458763
0,26,32768,34.434,0.36726829430268093
0,26,65536,64.14000000000001,0.5542652794465843
0,26,131072,122.35,0.9420244158194622
0,26,262144,238.612,1.361610810767896
0,26,524288,464.588,4.0432430053114485
0,26,1048576,473.04800000000006,7.506562062622282
0,28,1,1.036,0.014352700094407337
0,28,2,1.0539999999999998,0.033704599092705435
0,28,4,1.044,0.02749545416973502
0,28,8,1.022,0.013564659966250546
0,28,16,1.016,0.012489995996796807
0,28,32,1.4140000000000001,0.010295630140987009
0,28,64,1.376,0.005099019513592742
0,28,128,2.246,0.010295630140986988
0,28,256,2.324,0.013999999999999997
0,28,512,2.582,0.012806248474865703
0,28,1024,3.336,0.015362291495737243
0,28,2048,4.576,0.03472751070837063
0,28,4096,6.553999999999999,0.052306787322488064
0,28,8192,10.15,0.06663332499583083
0,28,16384,20.002000000000002,0.2618854711510359
0,28,32768,35.136,0.17710448893238134
0,28,65536,65.124,0.3949126485692744
0,28,131072,123.90599999999999,1.508352080914795
0,28,262144,238.91799999999998,4.31808916072839
0,28,524288,472.78600000000006,6.147433285526568
0,28,1048576,495.1,2.006334967048122
0,30,1,1.0900000000000003,0.0070710678118654805
0,30,2,1.1179999999999999,0.024576411454888987
0,30,4,1.0859999999999999,0.008124038404635967
0,30,8,1.092,0.008000000000000007
0,30,16,1.082,0.0058309518948453055
0,30,32,1.44,0.008944271909999166
0,30,64,1.49,0.010488088481701525
0,30,128,2.166,0.009273618495495696
0,30,256,2.3459999999999996,0.005999999999999975
0,30,512,2.594,0.015033296378372916
0,30,1024,3.284,0.009273618495495725
0,30,2048,4.4719999999999995,0.018547236990991457
0,30,4096,6.56,0.06580273550544842
0,30,8192,10.190000000000001,0.1270039369468522
0,30,16384,19.924,0.16645119404798522
0,30,32768,35.748000000000005,0.33336766489868214
0,30,65536,66.236,0.21467650080993947
0,30,131072,128.21599999999998,0.5762863871375075
0,30,262144,248.07799999999997,1.0452530794023054
0,30,524288,485.34799999999996,1.5307200919828543
0,30,1048576,601.3340000000001,0.7333048479316024
0,32,1,1.7759999999999998,0.02088061301782112
0,32,2,1.8520000000000003,0.026907248094147403
0,32,4,1.7580000000000002,0.01319090595827293
0,32,8,1.7560000000000002,0.00979795897113272
0,32,16,1.748,0.006633249580710805
0,32,32,2.3200000000000003,0.0353553390593274
0,32,64,2.34,0.018708286933869757
0,32,128,3.09,0.018708286933869687
0,32,256,3.148,0.027999999999999994
0,32,512,3.3920000000000003,0.014966629547095817
0,32,1024,3.9599999999999995,0.010000000000000009
0,32,2048,5.446,0.013638181696985878
0,32,4096,8.190000000000001,0.04335896677735753
0,32,8192,12.008,0.09624967532412768
0,32,16384,24.468,0.18842505141302235
0,32,32768,43.068000000000005,0.20214846029589273
0,32,65536,86.472,0.30761014287568655
0,32,131072,169.44400000000002,3.3269349257236733
0,32,262144,339.624,6.793027013048013
0,32,524288,670.474,9.452818944632346
0,32,1048576,1122.696,14.086650276059247
0,34,1,3.932,0.04933558553417601
0,34,2,3.9539999999999997,0.027856776554368277
0,34,4,3.896,0.0386781592116275
0,34,8,3.878,0.022226110770892867
0,34,16,3.838,0.01827566688249703
0,34,32,4.234,0.015033296378372894
0,34,64,4.19,0.0189736659610102
0,34,128,4.978,0.012409673645990934
0,34,256,5.02,0.01870828693386964
0,34,512,5.358,0.024979991993593655
0,34,1024,6.01,0.021213203435596392
0,34,2048,7.715999999999999,0.031240998703626593
0,34,4096,10.476,0.04578209256903826
0,34,8192,14.806000000000001,0.052782572881586595
0,34,16384,24.9,0.1043551627855563
0,34,32768,41.076,0.15200657880499793
0,34,65536,74.85000000000001,0.23196982562393703
0,34,131072,163.51999999999998,0.5578082107678243
0,34,262144,324.46,1.3827255693014462
0,34,524288,624.3779999999999,11.455420289103317
0,34,1048576,1073.952,18.240096326500023
0,36,1,3.6119999999999997,0.018547236990991464
0,36,2,3.6340000000000003,0.03140063693621521
0,36,4,3.59,0.018439088914585792
0,36,8,3.556,0.012489995996796826
0,36,16,3.526,0.008717797887081323
0,36,32,3.9579999999999997,0.020099751242241816
0,36,64,3.934,0.02271563338320102
0,36,128,4.624,0.015033296378372894
0,36,256,4.672,0.01655294535724681
0,36,512,4.9959999999999996,0.00927361849549563
0,36,1024,5.664,0.011224972160321861
0,36,2048,7.467999999999999,0.013928388277183987
0,36,4096,10.334,0.04226109321823083
0,36,8192,14.756,0.04945705207551301
0,36,16384,24.94,0.08814760348415589
0,36,32768,40.666000000000004,0.2033125672456077
0,36,65536,74.532,0.1657829906836036
0,36,131072,161.45,0.35468295701936386
0,36,262144,311.592,5.572421735654969
0,36,524288,611.3279999999999,8.351381562352412
0,36,1048576,1041.492,22.581090186259825
0,38,1,3.4240000000000004,0.03026549190084305
0,38,2,3.4599999999999995,0.015811388300841868
0,38,4,3.432,0.026907248094147455
0,38,8,3.404,0.019646882704388535
0,38,16,3.3579999999999997,0.013190905958272893
0,38,32,3.8059999999999996,0.015684387141358114
0,38,64,3.846,0.0074833147735478955
0,38,128,4.537999999999999,0.014282856857085701
0,38,256,4.628,0.02222611077089282
0,38,512,4.936,0.01166190378969055
0,38,1024,5.654000000000001,0.012083045973594624
0,38,2048,7.289999999999999,0.010000000000000052
0,38,4096,10.170000000000002,0.05403702434442505
0,38,8192,14.828,0.14040655255364684
0,38,16384,24.809999999999995,0.1940360791193224
0,38,32768,41.024,0.19727138667328264
0,38,65536,74.938,0.17304334717058611
0,38,131072,160.512,0.43302886739800395
0,38,262144,317.236,0.7391251585489412
0,38,524288,617.548,2.942322891866214
0,38,1048576,1059.498,17.213911931922958
0,40,1,3.2359999999999998,0.022045407685048563
0,40,2,3.268,0.02745906043549192
0,40,4,3.22,0.021679483388678766
