
Algorithm: 7

Procs: 2

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.34              0.20              0.47        1000              0.32              0.43              0.45
2                       0.34              0.21              0.47        1000              0.32              0.43              0.45
4                       0.33              0.20              0.47        1000              0.32              0.42              0.46
8                       0.32              0.19              0.46        1000              0.31              0.42              0.45
16                      0.32              0.18              0.45        1000              0.30              0.40              0.44
32                      0.37              0.18              0.55        1000              0.36              0.46              0.51
64                      0.39              0.19              0.58        1000              0.37              0.50              0.61
128                     0.42              0.24              0.60        1000              0.41              0.50              0.53
256                     0.43              0.25              0.62        1000              0.42              0.52              0.55
512                     0.48              0.25              0.71        1000              0.45              0.56              0.62
1024                    0.57              0.29              0.86        1000              0.54              0.62              0.66
2048                    0.70              0.29              1.10        1000              0.67              0.81              0.85
4096                    1.05              0.51              1.58        1000              1.02              1.10              1.13
8192                    1.63              0.78              2.49        1000              1.61              1.69              1.75
16384                   4.42              4.31              4.52         100              4.27              4.44              8.35
32768                   6.94              6.92              6.96         100              6.89              7.04              7.27
65536                   9.09              9.05              9.12         100              9.02              9.25              9.39
131072                 13.66             13.61             13.70         100             13.54             13.77             19.17
262144                 22.68             22.60             22.76         100             22.51             22.96             27.80
524288                 42.21             42.14             42.27         100             41.87             42.94             48.25
1048576                87.29             87.25             87.33         100             87.01             92.49             97.01

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.24              0.14              0.34        1000              0.23              0.33              0.35
2                       0.26              0.16              0.36        1000              0.23              0.34              0.37
4                       0.22              0.13              0.32        1000              0.22              0.31              0.33
8                       0.25              0.15              0.35        1000              0.23              0.34              0.36
16                      0.23              0.12              0.33        1000              0.21              0.31              0.33
32                      0.31              0.15              0.47        1000              0.29              0.41              0.45
64                      0.27              0.13              0.41        1000              0.24              0.39              0.41
128                     0.36              0.19              0.53        1000              0.35              0.44              0.47
256                     0.35              0.18              0.51        1000              0.34              0.43              0.45
512                     0.38              0.18              0.57        1000              0.37              0.47              0.49
1024                    0.45              0.22              0.68        1000              0.44              0.49              0.51
2048                    0.58              0.24              0.93        1000              0.56              0.71              0.75
4096                    0.89              0.43              1.36        1000              0.87              1.00              1.08
8192                    1.43              0.69              2.18        1000              1.42              1.49              1.55
16384                   3.28              3.21              3.35         100              3.28              3.40              3.46
32768                   5.41              5.32              5.49         100              5.38              5.57              5.63
65536                   7.26              7.19              7.34         100              7.20              7.37              7.42
131072                 10.82             10.71             10.92         100             10.72             10.95             15.08
262144                 18.00             17.90             18.11         100             17.78             18.44             22.90
524288                 33.93             33.90             33.96         100             33.72             34.48             38.81
1048576                70.69             70.67             70.70         100             70.19             74.34             76.04

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.30              0.15              0.44        1000              0.28              0.37              0.43
2                       0.33              0.16              0.50        1000              0.27              0.37              0.41
4                       0.28              0.16              0.40        1000              0.27              0.38              0.40
8                       0.30              0.18              0.42        1000              0.27              0.36              0.41
16                      0.28              0.15              0.41        1000              0.27              0.37              0.40
32                      0.33              0.16              0.50        1000              0.30              0.42              0.50
64                      0.31              0.15              0.48        1000              0.30              0.39              0.46
128                     0.38              0.20              0.55        1000              0.37              0.42              0.44
256                     0.39              0.21              0.57        1000              0.38              0.48              0.51
512                     0.44              0.20              0.67        1000              0.42              0.50              0.54
1024                    0.52              0.25              0.79        1000              0.50              0.59              0.62
2048                    0.65              0.26              1.05        1000              0.63              0.77              0.80
4096                    1.01              0.49              1.54        1000              1.01              1.11              1.15
8192                    1.59              0.73              2.44        1000              1.56              1.62              1.71
16384                   4.47              4.40              4.54         100              4.34              4.53              9.67
