
Algorithm: 2

Procs: 2

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
32                      1.14              0.85              1.88        1000              1.13              1.49              1.84
64                      1.06              0.77              1.70        1000              1.02              1.47              1.56
128                     1.77              1.47              2.44        1000              1.72              1.99              2.24
256                     1.85              1.54              2.56        1000              1.79              2.20              2.44
512                     2.09              1.68              2.90        1000              2.05              2.38              2.61
1024                    2.60              2.18              3.34        1000              2.51              3.07              3.35
2048                    3.63              2.89              4.46        1000              3.60              4.05              4.29
4096                    5.23              4.17              6.51        1000              5.20              5.57              5.79
8192                    8.11              6.64              9.94        1000              8.05              8.51             10.14
16384                  12.01              7.58             16.67         100             11.33             15.66             17.14
32768                  20.42             12.49             27.83         100             20.21             26.75             27.62
65536                  39.45             26.05             53.45         100             39.27             45.62             49.81
131072                 77.66             54.85            104.82         100             77.84             86.04             88.33
262144                155.89            112.67            211.38         100            155.79            168.46            173.98
524288                314.63            233.51            424.88         100            314.55            331.32            336.30
1048576               528.99            374.16            727.46         100            541.20            582.89            590.79

Test: 4
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.71              0.51              1.20        1000              0.71              0.88              0.97
2                       0.73              0.53              1.23        1000              0.72              0.87              1.00
4                       0.75              0.56              1.27        1000              0.72              0.83              0.92
8                       0.71              0.51              1.21        1000              0.71              0.82              0.94
16                      0.70              0.51              1.20        1000              0.71              0.82              0.91
32                      0.99              0.67              1.65        1000              0.93              1.38              1.63
64                      0.98              0.67              1.61        1000              0.91              1.40              1.53
128                     1.75              1.45              2.37        1000              1.71              1.97              2.13
256                     1.84              1.54              2.48        1000              1.79              2.10              2.42
512                     2.08              1.68              2.86        1000              2.01              2.41              2.75
1024                    2.60              2.17              3.34        1000              2.53              3.06              3.37
2048                    3.63              2.87              4.45        1000              3.61              4.03              4.57
4096                    5.05              4.09              6.15        1000              5.04              5.38              5.61
8192                    8.50              6.94             10.50        1000              8.47              8.89              9.16
16384                  11.64              7.88             16.20         100             11.40             14.52             17.46
32768                  19.81             13.44             26.91         100             19.12             24.76             26.48
65536                  36.85             24.32             49.92         100             37.42             42.11             45.15
131072                 76.67             55.74            103.53         100             77.06             84.33             87.55
262144                155.33            110.19            212.18         100            155.85            164.26            167.65
524288                271.89            182.45            374.64         100            272.09            303.26            310.80
1048576               462.34            302.61            656.30         100            443.71            553.47            564.82

Test: 5
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                       0.78              0.53              1.27        1000              0.70              0.89              0.99
2                       0.72              0.53              1.22        1000              0.71              0.86              0.96
4                       0.73              0.53              1.25        1000              0.71              0.87              0.94
8                       0.72              0.53              1.22        1000              0.72              0.88              1.01
16                      0.71              0.53              1.20        1000              0.72              0.84              0.91
32                      1.08              0.77              1.80        1000              1.04              1.47              1.64
64                      1.11              0.83              1.77        1000              1.04              1.47              1.56
128                     1.78              1.47              2.48        1000              1.72              2.00              2.15
256                     1.84              1.52              2.51        1000              1.80              2.05              2.27
512                     2.11              1.71              2.89        1000              2.06              2.39              2.59
1024                    2.59              2.17              3.34        1000              2.54              3.02              3.42
2048                    3.65              2.89              4.50        1000              3.62              4.08              4.33
4096                    5.35              4.34              6.65        1000              5.32              5.69              5.99
8192                    8.11              6.64              9.95        1000              8.07              8.48              8.85
16384                  11.98              8.66             16.22         100             11.76             16.27             17.69
32768                  19.72             12.49             27.47         100             19.07             25.16             26.59
65536                  37.28             26.02             51.31         100             37.81             42.20             44.02
131072                 73.68             53.35            100.38         100             74.16             81.92             83.65
262144                147.94            105.32            203.90         100            147.09            158.15            163.35
524288                292.92            216.70            398.50         100            292.94            314.96            324.05
1048576               514.17            380.40            709.68         100            524.38            551.56            581.58

Procs: 8

Test: 1
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                    1545.98              0.93           2421.82        1000              1.33           4000.33           4030.61
2                    2126.73              0.87           3567.34        1000           3499.48           4000.74           4002.30
4                    2023.84              0.90           3001.45        1000           3499.04           4000.80           4249.47
8                    1455.07              0.89           2260.79        1000              1.29           4000.36           4002.13
16                   2297.39              0.88           3201.35        1000           3500.02           4000.73           4004.80
32                   2531.45              1.01           4118.36        1000           3500.47           4001.21           4510.97
64                   1316.13              0.97           2293.08        1000              1.46           4000.00           4001.74
128                  2166.14              2.61           3523.48        1000           3500.85           4001.98           4361.23
256                  1953.65              2.62           2943.99        1000           3499.97           4001.87           4252.29
512                  1581.52              2.68           2748.08        1000              3.10           4001.70           4002.81
1024                 2063.74              3.37           3239.60        1000           3501.32           4002.44           4005.70
2048                 1272.69              4.75           1933.30        1000              4.93           4003.16           4004.54
4096                 2068.23              6.76           3185.89        1000           3503.77           4004.95           4362.77
8192                 2308.57             10.39           3780.69        1000           3507.13           4008.06           4119.33
16384                3826.93             11.09           6712.00         100           3507.04           4505.59           4507.04
32768                3142.91             18.43           6275.21         100           3012.12           3512.51           3514.67
65536                3935.54             33.42           6906.49         100           4518.05           4520.79           4521.52
131072               3064.91             63.29           6855.19         100           2791.46           4536.89           4542.55
262144               3425.11            122.07           7648.17         100           3066.98           4576.91           4579.22
524288               3042.20            158.20           6967.79         100           3122.20           3668.54           3672.28
1048576              4171.79            432.72           7108.49         100           4753.12           4782.98           4796.02

Test: 2
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                    2503.53              1.00           4089.41        1000           3500.12           4001.01           4110.67
2                    2134.85              0.92           3877.47        1000           3499.55           4000.85           4002.39
4                    1693.82              0.94           2761.65        1000              1.34           4000.70           4251.63
8                    2155.48              0.98           3615.28        1000           3499.54           4001.01           4234.14
16                   1944.63              0.94           2923.55        1000           3498.53           4000.64           4003.18
32                   1203.43              0.98           1963.79        1000              1.47           3999.74           4002.01
64                   2176.23              1.09           3531.71        1000           3499.83           4000.71           4113.42
128                  1779.43              2.63           2868.86        1000              3.07           4001.99           4016.10
256                  1627.68              2.63           2491.02        1000              2.76           4001.84           4012.55
512                  1946.06              2.71           3416.81        1000           3499.94           4001.82           4019.20
1024                 1523.13              3.40           2478.04        1000              3.77           4002.17           4004.74
2048                 1997.11              5.06           3033.81        1000           3501.57           4003.45           4018.37
4096                 2228.19              6.91           3437.84        1000           3504.26           4005.17           4006.88
8192                 2266.07             10.69           3649.05        1000           3507.15           4008.20           4132.66
16384                2888.54             11.24           5832.40         100           3005.60           4505.89           4510.63
32768                1908.10             18.83           5175.36         100           3007.42           3496.60           4508.40
65536                3238.09             34.08           6381.95         100           3019.27           4519.41           4520.24
131072               1314.37             63.82           3146.88         100            561.27           4538.74           4540.04
262144               3322.31            123.18           6087.13         100           3346.73           3586.79           4578.32
524288               2447.76            236.92           5277.31         100           3117.81           4651.70           4655.63
1048576              3533.88            420.49           7112.54         100           3242.00           4759.99           4777.11

Test: 3
# OSU MPI Broadcast Latency Test v7.3
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations  P50 Tail Lat(us)  P95 Tail Lat(us)  P99 Tail Lat(us)
1                    1809.18              0.96           2541.90        1000              1.87           4000.67           4066.56
2                    1960.28              0.97           3087.31        1000           3497.76           4000.82           4367.49
4                    2001.99              0.93           3520.24        1000           3499.14           4000.57           4001.92
8                    1877.35              0.91           3039.37        1000              2.00           4000.72           4004.73
16                   2611.58              0.95           4407.14        1000           3499.97           4000.82           4077.82
32                   1952.19              1.05           3107.65        1000           3498.25           4000.62           4003.02
64                   1789.98              1.08           3152.62        1000              2.23           4000.69           4003.20
128                  1781.76              2.63           2843.83        1000              3.30           4001.60           4003.84
256                  2360.60              2.67           3987.19        1000           3501.16           4002.21           4253.57
512                  2040.73              2.77           3044.78        1000           3500.39           4001.93           4253.49
1024                 1997.98              3.41           3221.57        1000           3500.28           4002.90           4502.19
2048                 1942.71              4.93           3103.58        1000           3501.10           4003.65           4009.73
4096                 2130.97              6.78           3521.92        1000           3503.87           4004.84           4879.61
8192                 1985.15             10.49           2979.89        1000           3505.75           4007.95           4250.26
16384                1721.46             10.66           4086.65         100           2507.35           3006.56           3241.63
32768                 742.98             18.54           2263.10         100            518.49           2514.15           2518.10
65536                1759.35             35.02           4423.48         100            533.14           4519.63           4525.51
131072               1290.93             52.97           3622.73         100            561.07           3034.72           3035.70
262144               1795.13            116.53           4153.43         100           2593.62           3067.23           3069.32
524288               2275.16            237.96           5045.01         100            735.67           4655.32           4660.46
