Repetition,Processes,Threads,Size,Time
1,1,1,100,1.9837e-05
1,2,1,200,0.000141526
1,4,16,400,0.00109978
1,8,16,800,0.00157776
1,16,16,1600,0.0440987
1,32,16,3200,0.088675
1,40,16,4000,0.107972
1,48,16,4800,0.123111
1,56,16,5600,0.141628
1,64,16,6400,0.162195
1,72,16,7200,0.178024
1,80,16,8000,0.197702
1,88,16,8800,0.238335
1,96,16,9600,0.24834
1,104,16,10400,0.264411
1,112,16,11200,0.326792
1,120,16,12000,0.348079
1,128,16,12800,0.380845
